"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-01","2025","01","01","","-13.6","","-18.0","","-15.8","","33.8","","0.0","","","","","","0.0","","19","","","","",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-02","2025","01","02","","-16.9","","-33.4","","-25.1","","43.1","","0.0","","","","","","0.2","","19","","","","",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-03","2025","01","03","","-21.2","","-33.3","","-27.2","","45.2","","0.0","","","","","","0.0","","19","","13","","33",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-04","2025","01","04","","-16.7","","-23.7","","-20.2","","38.2","","0.0","","","","","","0.0","","19","","","","",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-05","2025","01","05","","-14.6","","-18.2","","-16.4","","34.4","","0.0","","","","","","0.0","","19","","","","",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-06","2025","01","06","","-12.1","","-19.3","","-15.7","","33.7","","0.0","","","","","","0.0","","19","","","","",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-07","2025","01","07","","-1.9","","-17.5","","-9.7","","27.7","","0.0","","","","","","0.0","","19","","","","",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-08","2025","01","08","","4.8","","-6.5","","-0.9","","18.9","","0.0","","","","","","0.0","","19","","30","","38",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-09","2025","01","09","","-3.1","","-13.5","","-8.3","","26.3","","0.0","","","","","","0.0","","19","","","","",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-10","2025","01","10","","4.2","","-4.8","","-0.3","","18.3","","0.0","","","","","","0.2","","19","","29","","45",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-11","2025","01","11","","2.2","","-9.7","","-3.7","","21.7","","0.0","","","","","","1.2","","19","","31","","47",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-12","2025","01","12","","0.3","","-10.9","","-5.3","","23.3","","0.0","","","","","","0.4","","19","","","","",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-13","2025","01","13","","0.6","","-11.8","","-5.6","","23.6","","0.0","","","","","","0.0","","19","","30","","31",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-14","2025","01","14","","4.7","","-9.1","","-2.2","","20.2","","0.0","","","","","","0.0","","19","","23","","36",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-15","2025","01","15","","4.6","","-2.2","","1.2","","16.8","","0.0","","","","","","0.0","","19","","29","","34",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-16","2025","01","16","","2.9","","-6.5","","-1.8","","19.8","","0.0","","","","","","0.3","","19","","30","","71",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-17","2025","01","17","","-6.5","","-18.1","","-12.3","","30.3","","0.0","","","","","","0.2","","18","","1","","54",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-18","2025","01","18","","-18.1","","-30.9","","-24.5","","42.5","","0.0","","","","","","0.0","","20","","35","","39",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-19","2025","01","19","","-23.3","","-35.5","","-29.4","","47.4","","0.0","","","","","","0.2","","20","","","","",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-20","2025","01","20","","-4.6","","-33.1","","-18.9","","36.9","","0.0","","","","","","0.0","","20","","17","","35",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-21","2025","01","21","","-0.3","","-4.8","","-2.6","","20.6","","0.0","","","","","","0.0","","19","","31","","61",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-22","2025","01","22","","-3.2","","-13.3","","-8.2","","26.2","","0.0","","","","","","0.0","","18","","32","","53",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-23","2025","01","23","","2.7","","-14.3","","-5.8","","23.8","","0.0","","","","","","0.0","","18","","31","","48",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-24","2025","01","24","","-2.0","","-12.0","","-7.0","","25.0","","0.0","","","","","","0.0","","18","","32","","67",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-25","2025","01","25","","-1.5","","-12.5","","-7.0","","25.0","","0.0","","","","","","0.0","","18","","","","",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-26","2025","01","26","","2.8","","-7.4","","-2.3","","20.3","","0.0","","","","","","0.0","","18","","26","","33",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-27","2025","01","27","","5.8","","-4.8","","0.5","","17.5","","0.0","","","","","","0.0","","18","","29","","44",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-28","2025","01","28","","4.6","","-2.6","","1.0","","17.0","","0.0","","","","","","0.0","","18","","30","","32",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-29","2025","01","29","","3.9","","-3.4","","0.3","","17.7","","0.0","","","","","","1.9","","22","","26","","37",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-30","2025","01","30","","3.1","","-13.6","","-5.3","","23.3","","0.0","","","","","","0.4","","21","","32","","38",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-01-31","2025","01","31","","-13.5","","-15.6","","-14.5","","32.5","","0.0","","","","","","1.3","","21","","11","","36",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-02-01","2025","02","01","","-15.0","","-26.3","","-20.6","","38.6","","0.0","","","","","","1.4","","19","","32","","54",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-02-02","2025","02","02","","-24.0","","-27.4","","-25.7","","43.7","","0.0","","","","","","0.2","","21","","31","","39",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-02-03","2025","02","03","","-26.3","","-32.6","","-29.5","","47.5","","0.0","","","","","","0.2","","18","","","","",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-02-04","2025","02","04","","-21.7","","-28.9","","-25.3","","43.3","","0.0","","","","","","0.8","","18","","","","",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-02-05","2025","02","05","","-20.1","","-22.4","","-21.2","","39.2","","0.0","","","","","","0.0","","18","","","","",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-02-06","2025","02","06","","-9.0","","-20.5","","-14.7","","32.7","","0.0","","","","","","0.0","","19","","29","","39",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-02-07","2025","02","07","","-12.4","","-24.5","","-18.4","","36.4","","0.0","","","","","","0.0","","18","","","","",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-02-08","2025","02","08","","-13.6","","-27.7","","-20.6","","38.6","","0.0","","","","","","0.0","","17","","33","","32",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-02-09","2025","02","09","","-13.8","","-28.8","","-21.3","","39.3","","0.0","","","","","","0.2","","17","","32","","46",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-02-10","2025","02","10","","-19.5","","-32.1","","-25.8","","43.8","","0.0","","","","","","0.0","","17","","","","",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-02-11","2025","02","11","","-15.9","","-29.6","","-22.7","","40.7","","0.0","","","","","","0.2","","18","","","","",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-02-12","2025","02","12","","-17.5","","-30.4","","-24.0","","42.0","","0.0","","","","","","0.0","","18","","","","",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-02-13","2025","02","13","","-20.6","","-28.2","","-24.4","","42.4","","0.0","","","","","","0.0","","18","","","","",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-02-14","2025","02","14","","-18.6","","-21.0","","-19.8","","37.8","","0.0","","","","","","0.2","","18","","","","",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-02-15","2025","02","15","","-20.0","","-29.0","","-24.5","","42.5","","0.0","","","","","","0.2","","19","","","","",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-02-16","2025","02","16","","-20.6","","-35.3","","-28.0","","46.0","","0.0","","","","","","0.0","","19","","","","",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-02-17","2025","02","17","","-23.8","","-31.9","","-27.9","","45.9","","0.0","","","","","","0.0","","19","","12","","33",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-02-18","2025","02","18","","-23.2","","-32.9","","-28.1","","46.1","","0.0","","","","","","0.0","","19","","","","",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-02-19","2025","02","19","","-20.0","","-29.1","","-24.5","","42.5","","0.0","","","","","","0.0","","19","","16","","32",""
"-112.10","53.51","VEGREVILLE","3016GF0","2025-02-20","2025","02","20","","-8.6","","-25.3","","-17.0","","35.0","","0.0","","","","","","0.0","","19","","","","",""
